Date,Price,Open,High,Low,Vol.,Change %
26/01/2017,"7,134.88","7,128.12","7,172.94","7,121.16",216.63M,0.09%
25/01/2017,"7,128.12","7,091.88","7,154.02","7,083.71",240.32M,0.51%
24/01/2017,"7,091.88","7,013.18","7,106.06","7,012.83",259.89M,1.12%
23/01/2017,"7,013.18","6,898.93","7,016.03","6,898.93",287.80M,1.66%
22/01/2017,"6,898.93","6,875.87","6,904.71","6,811.07",255.41M,0.34%
19/01/2017,"6,875.87","6,853.45","6,883.19","6,844.46",213.57M,0.33%
18/01/2017,"6,853.45","6,873.53","6,898.13","6,840.67",218.33M,-0.29%
17/01/2017,"6,873.53","6,823.63","6,877.73","6,745.13",186.56M,0.73%
16/01/2017,"6,823.63","6,930.92","6,930.63","6,800.83",207.90M,-1.55%
15/01/2017,"6,930.92","6,921.77","6,945.49","6,901.62",172.21M,0.13%
12/01/2017,"6,921.77","6,894.65","6,944.66","6,885.06",172.21M,0.39%
11/01/2017,"6,894.65","7,008.03","7,017.20","6,891.74",214.62M,-1.62%
